sample_index,time_sec,mean_attribution,normalized_attribution
261,1.0195,0.0055070105,0.0006282509
262,1.0234,0.0071483064,0.00081549323
263,1.0273,0.006745395,0.00076952827
264,1.0312,0.0078062234,0.00089054974
265,1.0352,0.006630521,0.0007564232
266,1.0391,0.006463691,0.00073739095
267,1.043,0.006265347,0.0007147634
268,1.0469,0.006298496,0.00071854517
269,1.0508,0.0067456765,0.0007695604
270,1.0547,0.0067970115,0.0007754168
271,1.0586,0.0067967284,0.0007753845
272,1.0625,0.006525791,0.0007444754
273,1.0664,0.006834617,0.0007797069
274,1.0703,0.007142095,0.0008147846
275,1.0742,0.00665229,0.0007589067
276,1.0781,0.007750295,0.0008841693
277,1.082,0.006537557,0.0007458177
278,1.0859,0.0069169854,0.0007891037
279,1.0898,0.008176234,0.00093276124
280,1.0938,0.005559947,0.00063429
281,1.0977,0.00707687,0.00080734363
282,1.1016,0.0063629476,0.0007258979
283,1.1055,0.0072608027,0.000828327
284,1.1094,0.007185233,0.0008197059
285,1.1133,0.0065531298,0.0007475943
286,1.1172,0.0072517986,0.00082729984
287,1.1211,0.0060015945,0.000684674
288,1.125,0.006483765,0.000739681
289,1.1289,0.0068959845,0.00078670785
290,1.1328,0.0072714654,0.00082954345
291,1.1367,0.0071842032,0.00081958843
292,1.1406,0.008661485,0.0009881197
293,1.1445,0.006750223,0.0007700791
294,1.1484,0.008831219,0.0010074833
295,1.1523,0.008665555,0.000988584
296,1.1562,0.0067717168,0.00077253114
297,1.1602,0.0077391732,0.00088290055
298,1.1641,0.0081115775,0.00092538516
299,1.168,0.0061636046,0.00070315646
300,1.1719,0.0076408624,0.00087168504
301,1.1758,0.007350078,0.00083851174
302,1.1797,0.008586921,0.0009796133
303,1.1836,0.00784363,0.00089481723
304,1.1875,0.0059439037,0.00067809253
305,1.1914,0.0068810703,0.0007850064
306,1.1953,0.008439704,0.00096281845
307,1.1992,0.007442443,0.00084904896
308,1.2031,0.0074565653,0.00085066
309,1.207,0.0061363894,0.0007000517
310,1.2109,0.0069992575,0.00079848943
311,1.2148,0.006639825,0.0007574847
312,1.2188,0.005412521,0.0006174713
313,1.2227,0.006228489,0.0007105586
314,1.2266,0.006950988,0.00079298276
315,1.2305,0.007063288,0.00080579414
316,1.2344,0.008004744,0.00091319735
317,1.2383,0.007316509,0.0008346821
318,1.2422,0.007388492,0.00084289414
319,1.2461,0.0068182736,0.0007778424
320,1.25,0.0073093893,0.0008338699
321,1.2539,0.0071471483,0.0008153611
322,1.2578,0.007987828,0.0009112676
323,1.2617,0.0067724707,0.0007726171
324,1.2656,0.008364723,0.00095426454
325,1.2695,0.0063379686,0.0007230483
326,1.2734,0.0088978745,0.0010150875
327,1.2773,0.006115422,0.00069765974
328,1.2812,0.0071158214,0.00081178726
329,1.2852,0.007603449,0.0008674168
330,1.2891,0.0066110655,0.0007542037
331,1.293,0.006866306,0.0007833221
332,1.2969,0.007415816,0.0008460113
333,1.3008,0.006413008,0.00073160895
334,1.3047,0.007925264,0.0009041301
335,1.3086,0.008014039,0.0009142578
336,1.3125,0.005899487,0.0006730254
337,1.3164,0.007814438,0.0008914869
338,1.3203,0.007838364,0.00089421635
339,1.3242,0.0072642015,0.0008287148
340,1.3281,0.0069895987,0.00079738756
341,1.332,0.006863462,0.0007829976
342,1.3359,0.006704089,0.00076481607
343,1.3398,0.006793039,0.0007749636
344,1.3438,0.006521942,0.00074403634
345,1.3477,0.0065518618,0.00074744964
346,1.3516,0.0057325084,0.00065397617
347,1.3555,0.0068945126,0.0007865399
348,1.3594,0.00684436,0.0007808184
349,1.3633,0.00575278,0.00065628876
350,1.3672,0.0061509013,0.00070170726
351,1.3711,0.0063732956,0.0007270784
352,1.375,0.0059354375,0.0006771267
353,1.3789,0.005540144,0.00063203083
354,1.3828,0.0060976236,0.0006956292
355,1.3867,0.006005101,0.0006850741
356,1.3906,0.007053382,0.0008046641
357,1.3945,0.0055859014,0.00063725095
358,1.3984,0.0064819288,0.0007394715
359,1.4023,0.0058387714,0.00066609884
360,1.4062,0.0053281477,0.00060784584
361,1.4102,0.0061135497,0.0006974461
362,1.4141,0.006752613,0.00077035173
363,1.418,0.0051848916,0.00059150293
364,1.4219,0.0056947228,0.0006496655
365,1.4258,0.004917713,0.0005610226
366,1.4297,0.0071694166,0.0008179015
367,1.4336,0.0061192545,0.00069809693
368,1.4375,0.0057834117,0.0006597833
369,1.4414,0.0068713203,0.0007838941
370,1.4453,0.008319325,0.0009490854
371,1.4492,0.0076426324,0.00087188696
372,1.4531,0.0067621586,0.00077144074
373,1.457,0.0062095816,0.0007084016
374,1.4609,0.0077776564,0.00088729075
375,1.4648,0.0057016388,0.0006504545
376,1.4688,0.0065219505,0.0007440373
377,1.4727,0.0072884397,0.0008314799
378,1.4766,0.007182425,0.0008193856
379,1.4805,0.007898558,0.00090108346
380,1.4844,0.008742423,0.0009973532
381,1.4883,0.007034209,0.0008024768
382,1.4922,0.006868434,0.0007835649
383,1.4961,0.0067084376,0.0007653121
384,1.5,0.0066570593,0.0007594508
385,1.5039,0.007015997,0.0008003991
386,1.5078,0.0059370254,0.00067730783
387,1.5117,0.00653328,0.0007453298
388,1.5156,0.0076252045,0.00086989877
389,1.5195,0.0067557646,0.0007707113
390,1.5234,0.008210473,0.0009366673
391,1.5273,0.004933062,0.00056277367
392,1.5312,0.0049875933,0.0005689947
393,1.5352,0.006196198,0.0007068748
394,1.5391,0.0068788617,0.00078475446
395,1.543,0.006806688,0.0007765207
396,1.5469,0.0072177188,0.0008234119
397,1.5508,0.0059441878,0.00067812495
398,1.5547,0.006474967,0.00073867734
399,1.5586,0.0073763193,0.0008415054
400,1.5625,0.005620001,0.0006411411
401,1.5664,0.0071224067,0.00081253855
402,1.5703,0.007424569,0.0008470099
403,1.5742,0.0057268906,0.00065333524
404,1.5781,0.007063626,0.00080583274
405,1.582,0.0058023487,0.0006619437
406,1.5859,0.0061008106,0.0006959928
407,1.5898,0.005608835,0.0006398672
408,1.5938,0.0056818114,0.00064819254
409,1.5977,0.0066886763,0.00076305773
410,1.6016,0.007025296,0.00080145994
411,1.6055,0.007756452,0.00088487176
412,1.6094,0.0077466923,0.0008837583
413,1.6133,0.006759258,0.00077110983
414,1.6172,0.007192059,0.0008204846
415,1.6211,0.0075504933,0.00086137553
416,1.625,0.0068627466,0.000782916
417,1.6289,0.006750439,0.0007701037
418,1.6328,0.0074311793,0.00084776396
419,1.6367,0.007338583,0.0008372004
420,1.6406,0.009619979,0.0010974667
421,1.6445,0.006943886,0.00079217256
422,1.6484,0.008531351,0.0009732737
423,1.6523,0.006858207,0.0007823981
424,1.6562,0.0071955994,0.0008208885
425,1.6602,0.0077135074,0.00087997253
426,1.6641,0.008853907,0.0010100716
427,1.668,0.006423029,0.00073275215
428,1.6719,0.0076481584,0.00087251735
429,1.6758,0.006855187,0.00078205357
430,1.6797,0.0071302596,0.0008134344
431,1.6836,0.006554611,0.00074776326
432,1.6875,0.005863123,0.0006688769
433,1.6914,0.008756729,0.0009989854
434,1.6953,0.008955656,0.0010216793
435,1.6992,0.0071464274,0.0008152789
436,1.7031,0.0073604365,0.0008396935
437,1.707,0.006705938,0.00076502695
438,1.7109,0.007917798,0.0009032784
439,1.7148,0.006798351,0.00077556964
440,1.7188,0.0060441974,0.00068953424
441,1.7227,0.0067393957,0.00076884386
442,1.7266,0.008497289,0.00096938794
443,1.7305,0.0071991775,0.0008212967
444,1.7344,0.0083371885,0.0009511233
445,1.7383,0.008053949,0.0009188108
446,1.7422,0.009361414,0.001067969
447,1.7461,0.008496157,0.0009692588
448,1.75,0.007519293,0.00085781614
449,1.7539,0.008011069,0.00091391895
450,1.7578,0.008358495,0.00095355406
451,1.7617,0.008642703,0.000985977
452,1.7656,0.008532212,0.000973372
453,1.7695,0.007121436,0.0008124278
454,1.7734,0.008262759,0.00094263226
455,1.7773,0.007556902,0.0008621066
456,1.7812,0.0057252366,0.0006531466
457,1.7852,0.006896372,0.00078675203
458,1.7891,0.0072500943,0.0008271054
459,1.793,0.006777477,0.00077318825
460,1.7969,0.007394825,0.0008436166
461,1.8008,0.0065725106,0.0007498053
462,1.8047,0.00797637,0.0009099604
463,1.8086,0.006372546,0.0007269929
464,1.8125,0.0059528383,0.0006791118
465,1.8164,0.007285254,0.0008311165
466,1.8203,0.008252831,0.00094149966
467,1.8242,0.0066765104,0.0007616698
468,1.8281,0.006770174,0.0007723551
469,1.832,0.006210145,0.00070846593
470,1.8359,0.0067793056,0.00077339687
471,1.8398,0.006740414,0.00076896005
472,1.8438,0.0065963194,0.00075252145
473,1.8477,0.0065856697,0.00075130654
474,1.8516,0.0069622574,0.0007942684
475,1.8555,0.0076010316,0.00086714106
476,1.8594,0.007560335,0.0008624983
477,1.8633,0.0073137623,0.0008343688
478,1.8672,0.0073568476,0.00083928404
479,1.8711,0.0063578193,0.00072531286
480,1.875,0.006636167,0.00075706735
481,1.8789,0.006277734,0.0007161766
482,1.8828,0.00695378,0.00079330127
483,1.8867,0.005856012,0.0006680657
484,1.8906,0.008190936,0.0009344386
485,1.8945,0.0061340095,0.0006997802
486,1.8984,0.008853171,0.0010099877
487,1.9023,0.007198624,0.00082123355
488,1.9062,0.0070643947,0.0008059204
489,1.9102,0.007724428,0.00088121835
490,1.9141,0.007710171,0.0008795919
491,1.918,0.007303164,0.0008331597
492,1.9219,0.0067480193,0.0007698277
493,1.9258,0.007112087,0.0008113613
494,1.9297,0.007348236,0.0008383016
495,1.9336,0.0066378475,0.0007572591
496,1.9375,0.0057210396,0.0006526678
497,1.9414,0.0070163826,0.0008004431
498,1.9453,0.0072170706,0.000823338
499,1.9492,0.006916762,0.0007890782
500,1.9531,0.0077636302,0.0008856906
501,1.957,0.0063066287,0.00071947294
502,1.9609,0.0072280155,0.0008245866
503,1.9648,0.007180521,0.00081916834
504,1.9688,0.00660831,0.0007538894
505,1.9727,0.0067015123,0.00076452206
506,1.9766,0.0073728766,0.0008411127
507,1.9805,0.007843922,0.00089485047
508,1.9844,0.008096711,0.0009236891
509,1.9883,0.006788845,0.0007744852
510,1.9922,0.006903254,0.00078753714
511,1.9961,0.007994504,0.0009120291
512,2.0,0.0064289253,0.0007334248
513,2.0039,0.007181707,0.0008193036
514,2.0078,0.0081369765,0.00092828274
515,2.0117,0.0057013985,0.0006504271
516,2.0156,0.007330048,0.0008362267
517,2.0195,0.006377982,0.00072761305
518,2.0234,0.007698959,0.0008783128
519,2.0273,0.006724833,0.00076718256
520,2.0312,0.0065532117,0.00074760366
521,2.0352,0.0077499133,0.00088412577
522,2.0391,0.00799814,0.0009124439
523,2.043,0.0069445563,0.000792249
524,2.0469,0.007911121,0.0009025166
525,2.0508,0.0075782775,0.00086454523
526,2.0547,0.008536745,0.0009738891
527,2.0586,0.00826355,0.0009427225
528,2.0625,0.005914983,0.0006747932
529,2.0664,0.008382192,0.0009562574
530,2.0703,0.009138534,0.0010425424
531,2.0742,0.007721922,0.00088093244
532,2.0781,0.007874421,0.00089832983
533,2.082,0.007585837,0.00086540764
534,2.0859,0.008994653,0.0010261282
535,2.0898,0.008762433,0.0009996361
536,2.0938,0.00854154,0.0009744362
537,2.0977,0.011306003,0.0012898117
538,2.1016,0.009783957,0.0011161736
539,2.1055,0.008881267,0.0010131929
540,2.1094,0.009617388,0.0010971711
541,2.1133,0.008768292,0.0010003045
542,2.1172,0.009972013,0.0011376274
543,2.1211,0.010718837,0.0012228267
544,2.125,0.009318445,0.001063067
545,2.1289,0.009721295,0.001109025
546,2.1328,0.008513922,0.0009712854
547,2.1367,0.009480022,0.0010815001
548,2.1406,0.010550604,0.0012036343
549,2.1445,0.0090806205,0.0010359356
550,2.1484,0.010364732,0.0011824295
551,2.1523,0.0076760454,0.00087569875
552,2.1562,0.00891246,0.0010167514
553,2.1602,0.008446912,0.0009636408
554,2.1641,0.007693735,0.0008777168
555,2.168,0.0072599766,0.0008282328
556,2.1719,0.008581063,0.0009789449
557,2.1758,0.008460941,0.0009652412
558,2.1797,0.008023525,0.0009153399
559,2.1836,0.008222568,0.00093804713
560,2.1875,0.0070437943,0.00080357026
561,2.1914,0.0067937505,0.0007750448
562,2.1953,0.008065469,0.000920125
563,2.1992,0.007205657,0.00082203595
564,2.2031,0.0085118925,0.0009710539
565,2.207,0.0060824025,0.00069389277
566,2.2109,0.007900853,0.0009013452
567,2.2148,0.007804677,0.0008903733
568,2.2188,0.0071699847,0.00081796636
569,2.2227,0.0075930743,0.00086623325
570,2.2266,0.007095885,0.0008095129
571,2.2305,0.007922915,0.0009038621
572,2.2344,0.008779771,0.001001614
573,2.2383,0.007442948,0.0008491065
574,2.2422,0.0081718005,0.0009322555
575,2.2461,0.0074074958,0.0008450621
576,2.25,0.0073416964,0.00083755556
577,2.2539,0.00812108,0.0009264692
578,2.2578,0.0074362084,0.0008483377
579,2.2617,0.0073240157,0.0008355385
580,2.2656,0.008012201,0.00091404805
581,2.2695,0.0071659074,0.0008175012
582,2.2734,0.008733865,0.000996377
583,2.2773,0.0065676426,0.00074924994
584,2.2812,0.0066144615,0.00075459114
585,2.2852,0.008246999,0.00094083435
586,2.2891,0.0073324814,0.00083650433
587,2.293,0.007678148,0.0008759386
588,2.2969,0.0073372717,0.0008370508
589,2.3008,0.007400985,0.0008443193
590,2.3047,0.007355045,0.0008390784
591,2.3086,0.007815236,0.0008915779
592,2.3125,0.0060799196,0.00069360953
593,2.3164,0.005808036,0.0006625925
594,2.3203,0.0062376987,0.00071160926
595,2.3242,0.005697097,0.0006499364
596,2.3281,0.006341074,0.00072340254
597,2.332,0.00507569,0.000579045
598,2.3359,0.007112886,0.0008114524
599,2.3398,0.0057771015,0.0006590634
600,2.3438,0.006031199,0.00068805134
601,2.3477,0.006281383,0.0007165928
602,2.3516,0.005911636,0.0006744114
603,2.3555,0.007009649,0.00079967495
604,2.3594,0.0081502255,0.0009297942
605,2.3633,0.00782689,0.00089290744
606,2.3672,0.0076195817,0.00086925726
607,2.3711,0.0074394285,0.00084870507
608,2.375,0.007823849,0.0008925605
609,2.3789,0.007462315,0.00085131597
610,2.3828,0.0084244395,0.0009610771
611,2.3867,0.00848705,0.0009682199
612,2.3906,0.009596733,0.0010948147
613,2.3945,0.0064656707,0.0007376168
614,2.3984,0.008049848,0.0009183429
615,2.4023,0.008860373,0.0010108092
616,2.4062,0.0079951305,0.00091210066
617,2.4102,0.008511773,0.0009710403
618,2.4141,0.009829088,0.0011213223
619,2.418,0.007347934,0.00083826715
620,2.4219,0.008220694,0.0009378334
621,2.4258,0.0075567495,0.0008620893
622,2.4297,0.007831336,0.00089341466
623,2.4336,0.0069759544,0.000795831
624,2.4375,0.0072432025,0.0008263192
625,2.4414,0.008005409,0.0009132732
626,2.4453,0.008625609,0.0009840269
627,2.4492,0.0062844423,0.0007169419
628,2.4531,0.0069457386,0.0007923839
629,2.457,0.006268173,0.00071508583
630,2.4609,0.007968972,0.00090911647
631,2.4648,0.007695375,0.00087790395
632,2.4688,0.0066058603,0.0007536099
633,2.4727,0.007686412,0.0008768814
634,2.4766,0.0073008537,0.00083289616
635,2.4805,0.0073757884,0.0008414448
636,2.4844,0.0076212157,0.0008694437
637,2.4883,0.006658073,0.00075956644
638,2.4922,0.007662025,0.00087409926
639,2.4961,0.0064778696,0.0007390085
640,2.5,0.007420708,0.00084656937
641,2.5039,0.0069680903,0.0007949338
642,2.5078,0.0077903117,0.00088873453
643,2.5117,0.0075389226,0.0008600555
644,2.5156,0.0077907536,0.00088878494
645,2.5195,0.0070469263,0.0008039276
646,2.5234,0.009763465,0.0011138358
647,2.5273,0.008176549,0.00093279727
648,2.5312,0.0067173196,0.0007663254
649,2.5352,0.008312482,0.0009483048
650,2.5391,0.007997617,0.0009123843
651,2.543,0.008426686,0.00096133334
652,2.5469,0.0096760085,0.0011038586
653,2.5508,0.009668324,0.001102982
654,2.5547,0.009893777,0.0011287021
655,2.5586,0.008540839,0.0009743562
656,2.5625,0.006839806,0.0007802989
657,2.5664,0.007785538,0.00088818994
658,2.5703,0.008420143,0.00096058694
659,2.5742,0.006565279,0.00074898027
660,2.5781,0.0089062685,0.0010160451
661,2.582,0.007921457,0.0009036959
662,2.5859,0.008139848,0.0009286103
663,2.5898,0.008291959,0.00094596343
664,2.5938,0.0071606697,0.00081690366
665,2.5977,0.007705589,0.00087906915
666,2.6016,0.0075539676,0.00086177187
667,2.6055,0.0088317655,0.0010075456
668,2.6094,0.009127395,0.0010412717
669,2.6133,0.007873564,0.0008982321
670,2.6172,0.008923745,0.0010180388
671,2.6211,0.0072831567,0.0008308772
672,2.625,0.0077465503,0.0008837421
673,2.6289,0.007615271,0.0008687655
674,2.6328,0.0072862213,0.0008312269
675,2.6367,0.0062383977,0.000711689
676,2.6406,0.008643854,0.0009861084
677,2.6445,0.0067423894,0.0007691854
678,2.6484,0.00822276,0.0009380691
679,2.6523,0.008040032,0.00091722317
680,2.6562,0.006600008,0.00075294223
681,2.6602,0.0071760695,0.00081866054
682,2.6641,0.007587367,0.0008655822
683,2.668,0.0065360446,0.0007456452
684,2.6719,0.0066852164,0.000762663
685,2.6758,0.007602588,0.0008673186
