time,window_signal
2996.48828125,64.33006699470882
2996.4921875,69.1013454007252
2996.49609375,70.92583083714601
2996.5,69.5447830203314
2996.50390625,65.51400795444977
2996.5078125,59.8444942612387
2996.51171875,53.50843438861107
2996.515625,47.012576322796036
2996.51953125,40.18866429394414
2996.5234375,32.3759989793937
2996.52734375,23.06194088638747
2996.53125,12.695574508464412
2996.53515625,3.0407584698256045
2996.5390625,-3.46092776274962
2996.54296875,-5.126175606640315
2996.546875,-2.2705353617901967
2996.55078125,2.781112518516546
2996.5546875,7.0442652031431106
2996.55859375,8.64028830551591
2996.5625,7.724349140140247
2996.56640625,6.012935800477862
2996.5703125,5.423401342364786
2996.57421875,6.887991218264983
2996.578125,10.064693013105002
2996.58203125,13.893002322778118
2996.5859375,17.420224018761594
2996.58984375,20.337961785933672
2996.59375,23.029136291580862
2996.59765625,26.25198107925428
2996.6015625,30.662496557700607
2996.60546875,36.33028061912785
2996.609375,42.453456239406094
2996.61328125,47.52117459580215
2996.6171875,49.94593757403676
2996.62109375,48.8181685384076
2996.625,44.31763243064439
2996.62890625,37.56606343936804
2996.6328125,30.095820173459334
2996.63671875,23.30263606828335
2996.640625,18.06923205451275
2996.64453125,14.493139294299128
2996.6484375,11.763702953353942
2996.65234375,8.499994561925284
2996.65625,3.6778639082803664
2996.66015625,-2.357019346888465
2996.6640625,-7.6830047338984
2996.66796875,-9.887826279688024
2996.671875,-7.877962885462862
2996.67578125,-3.0288890219421227
2996.6796875,1.3546366949796906
2996.68359375,1.9427622009707912
2996.6875,-2.7374200837105374
2996.69140625,-11.676242865764522
2996.6953125,-22.239887205663752
2996.69921875,-31.77302685673424
2996.703125,-38.878713967208625
2996.70703125,-43.72119542812142
2996.7109375,-47.41029561484946
2996.71484375,-50.980501803423266
2996.71875,-54.561041213992326
2996.72265625,-57.17556331054534
2996.7265625,-57.25092444699784
2996.73046875,-53.510065751012895
2996.734375,-45.725313833097744
2996.73828125,-34.88486552379082
2996.7421875,-22.653598824970757
2996.74609375,-10.478557982639876
2996.75,1.0571148406364097
2996.75390625,12.235361830511927
2996.7578125,23.606162545326043
2996.76171875,35.18134564962487
2996.765625,45.92971246199848
2996.76953125,53.921861770160774
2996.7734375,57.08010027739557
2996.77734375,54.16436516980405
2996.78125,45.53091671293103
2996.78515625,33.22300372905157
2996.7890625,20.164764587581722
2996.79296875,8.787225007292017
2996.796875,-0.05243272664948123
2996.80078125,-7.112197154563434
2996.8046875,-13.79154699538949
2996.80859375,-20.929973078750063
2996.8125,-28.261760399904173
2996.81640625,-34.75268776640017
2996.8203125,-39.27325747544839
2996.82421875,-40.99240441670988
2996.828125,-39.46753936810003
2996.83203125,-34.78399229825544
2996.8359375,-27.797069996318825
2996.83984375,-20.08322842566085
2996.84375,-13.295627358144749
2996.84765625,-8.230764603229586
2996.8515625,-4.398432053009195
2996.85546875,-0.607358414575654
2996.859375,3.8536068360984803
2996.86328125,8.48284872598753
2996.8671875,11.88921693420041
2996.87109375,12.751922637467423
2996.875,10.497275429785406
2996.87890625,5.2155920601621375
2996.8828125,-2.843441319316441
2996.88671875,-13.515532073569815
2996.890625,-26.47221705288695
2996.89453125,-40.910337867060996
2996.8984375,-55.66861513313976
2996.90234375,-69.68561625856482
2996.90625,-82.2650468706715
2996.91015625,-92.79816711180537
2996.9140625,-100.21142482055743
2996.91796875,-102.83361585603723
2996.921875,-99.08822383735043
2996.92578125,-88.6085247711839
2996.9296875,-72.87778139909578
2996.93359375,-54.80944140143495
2996.9375,-37.470854334243796
2996.94140625,-22.77966255660212
2996.9453125,-11.026901595716
2996.94921875,-1.468132883937282
2996.953125,6.5468476251893595
2996.95703125,12.749402435427594
2996.9609375,15.985609721609606
2996.96484375,15.050229159507843
2996.96875,9.718847317585771
2996.97265625,1.2592878026300487
2996.9765625,-7.91802288183912
2996.98046875,-15.28603904592119
2996.984375,-19.366062623557575
2996.98828125,-20.382830182487922
2996.9921875,-19.974747015009022
2996.99609375,-20.07502043831393
2997.0,-21.635191083573154
2997.00390625,-24.00498048250337
2997.0078125,-25.3952550874045
2997.01171875,-24.1479783360448
2997.015625,-19.952499274761813
2997.01953125,-14.129408876883296
2997.0234375,-8.731968799383475
2997.02734375,-5.066015491269286
2997.03125,-2.697867649395484
2997.03515625,0.261208988217807
2997.0390625,5.718468999639253
2997.04296875,14.063029667784294
2997.046875,23.75964651098126
2997.05078125,32.45758529249941
2997.0546875,38.73549972846942
2997.05859375,43.02221142070918
2997.0625,46.93353656326953
2997.06640625,51.679899460296774
2997.0703125,57.00441423411642
2997.07421875,61.51002705165004
2997.078125,63.876416829691976
2997.08203125,63.75122303057702
2997.0859375,61.60937599272445
2997.08984375,57.93924541771595
2997.09375,52.696930602181695
2997.09765625,45.58537338167348
2997.1015625,36.806044931767495
2997.10546875,27.467181661606062
2997.109375,19.230466851013592
2997.11328125,13.467699213447862
2997.1171875,10.513255045213286
2997.12109375,9.504149216751347
2997.125,8.98939067981338
2997.12890625,8.01201488623178
2997.1328125,6.9373223689903485
2997.13671875,7.310045876110456
2997.140625,10.61233268881067
2997.14453125,16.70812551742044
2997.1484375,23.320883783673466
2997.15234375,27.316446111259076
2997.15625,26.999526316579825
2997.16015625,23.492248678269643
2997.1640625,19.831557231216095
2997.16796875,18.387315011021734
2997.171875,18.802318993803844
2997.17578125,18.270853824942083
2997.1796875,13.829286578125433
2997.18359375,4.523198545021046
2997.1875,-8.353942857549402
2997.19140625,-22.770588355000307
2997.1953125,-37.504782599930806
2997.19921875,-52.32828851176116
2997.203125,-67.03329863063746
2997.20703125,-80.6985810443998
2997.2109375,-92.16762901480625
2997.21484375,-101.21830562877818
2997.21875,-109.02814155662959
2997.22265625,-117.1904950315805
2997.2265625,-125.99579430734094
2997.23046875,-133.53172826833756
2997.234375,-136.56544841504598
2997.23828125,-132.66656145317063
2997.2421875,-121.97895111191117
2997.24609375,-107.31389614520022
2997.25,-92.4966195845189
2997.25390625,-80.14912917000817
2997.2578125,-70.44030925806737
2997.26171875,-61.58094453551527
2997.265625,-51.581712011782976
2997.26953125,-39.93300883880983
2997.2734375,-27.999871134116606
2997.27734375,-17.92925552872936
2997.28125,-10.969544716153544
2997.28515625,-6.501204619918676
2997.2890625,-2.5184237458960483
2997.29296875,2.827723543575709
2997.296875,9.869079751944474
2997.30078125,17.307069557717
2997.3046875,23.327933059969272
2997.30859375,26.961369214209416
2997.3125,28.650338464067207
2997.31640625,29.754644801958804
2997.3203125,31.551885169479053
2997.32421875,34.535693056318635
2997.328125,38.33601859324688
2997.33203125,42.011129663550754
2997.3359375,44.38471281054291
2997.33984375,44.39332807631799
2997.34375,41.53767599421328
2997.34765625,36.29376377723615
2997.3515625,30.057363048120404
2997.35546875,24.364065484380347
2997.359375,19.794336818800964
2997.36328125,15.455465549652823
2997.3671875,9.571790256788773
2997.37109375,0.7866033232218177
2997.375,-10.817209612425787
2997.37890625,-23.72015521096505
2997.3828125,-35.91389097971265
2997.38671875,-46.04931609011044
2997.390625,-54.02632931834604
2997.39453125,-60.72257224890662
2997.3984375,-67.0166685194353
2997.40234375,-72.59958734289046
2997.40625,-75.33074315297358
2997.41015625,-71.8252918086623
2997.4140625,-59.2706934959118
2997.41796875,-37.45829196050435
2997.421875,-9.521919628480834
2997.42578125,19.424153100954342
2997.4296875,44.94671823904495
2997.43359375,65.27915750910705
2997.4375,81.16720714419804
2997.44140625,93.98469828397054
2997.4453125,103.98689169182751
2997.44921875,110.21112123288493
2997.453125,111.77854381073494
2997.45703125,109.00040353515203
2997.4609375,103.10880261594284
2997.46484375,95.06776842011017
2997.46875,84.91197303917748
2997.47265625,72.37494597314668
2997.4765625,58.07811182039105
2997.48046875,43.8987525639745
2997.484375,31.99404535702284
2997.48828125,23.404975518774144
2997.4921875,17.621581056142443
2997.49609375,13.48769404965288
2997.5,10.525449722775095
2997.50390625,9.485796930192667
2997.5078125,11.728604411992837
2997.51171875,17.995921972943634
2997.515625,27.491361127509776
2997.51953125,37.84962431846176
2997.5234375,46.02141341694167
2997.52734375,49.661175493190804
2997.53125,48.30988427601611
2997.53515625,43.59506014337535
2997.5390625,38.10423646719602
2997.54296875,33.516305585150526
2997.546875,29.332403276752586
2997.55078125,23.27677654952112
2997.5546875,13.131233488038394
2997.55859375,-1.4444299678173338
2997.5625,-18.514073820322572
2997.56640625,-35.04701888083276
2997.5703125,-48.57500186490831
2997.57421875,-58.10014730388485
2997.578125,-63.976223048067716
2997.58203125,-67.3507859065664
2997.5859375,-69.71208236602428
2997.58984375,-72.47335283465469
2997.59375,-76.29279468007238
2997.59765625,-80.33516914261844
2997.6015625,-82.23908679063385
2997.60546875,-79.27534067361164
2997.609375,-70.14080182491462
2997.61328125,-56.03835445156908
2997.6171875,-40.04750818723086
2997.62109375,-25.149456883099568
2997.625,-12.44834138900454
2997.62890625,-1.0035063731833165
2997.6328125,10.673707597808448
2997.63671875,22.8029079461693
2997.640625,33.74308781127679
2997.64453125,41.03314721826824
2997.6484375,43.08192546233846
2997.65234375,40.106196294276515
2997.65625,33.69628308179479
2997.66015625,25.59170608691028
2997.6640625,16.805221629967853
2997.66796875,7.700488412728681
2997.671875,-1.3404054763891178
2997.67578125,-9.467876470950394
2997.6796875,-15.638655357307814
2997.68359375,-19.422394286120532
2997.6875,-21.54677165850056
2997.69140625,-23.456445012493717
2997.6953125,-26.06403869840477
2997.69921875,-28.797875627294296
2997.703125,-29.98927906902248
2997.70703125,-28.51028012480136
2997.7109375,-25.293400885926808
2997.71484375,-23.16218636374749
2997.71875,-24.76593313691375
2997.72265625,-30.268783128379358
2997.7265625,-36.90407722491532
2997.73046875,-40.941925097037654
2997.734375,-40.46332282422315
2997.73828125,-36.618615057609595
2997.7421875,-32.432319157503656
2997.74609375,-30.35996699686258
2997.75,-30.67079880362776
2997.75390625,-31.69318337775678
2997.7578125,-31.292260162245505
2997.76171875,-28.21204203735134
2997.765625,-22.450966877479267
2997.76953125,-14.846800701477784
2997.7734375,-6.527057180791301
2997.77734375,1.4279126132305255
2997.78125,8.225429848285781
2997.78515625,13.616480352670923
2997.7890625,17.98740972747868
2997.79296875,22.07428919875636
2997.796875,26.40969531176035
2997.80078125,30.90626293694988
2997.8046875,34.89905230712703
2997.80859375,37.56722124812029
2997.8125,38.35760935470646
2997.81640625,37.16220658794723
2997.8203125,34.32184594660549
2997.82421875,30.558292567863553
2997.828125,26.726394873241418
2997.83203125,23.315935277920296
2997.8359375,20.006067695722475
2997.83984375,15.812183430511094
2997.84375,10.03322518036168
2997.84765625,3.397921370379148
2997.8515625,-1.7327573703565582
2997.85546875,-2.682855918116591
2997.859375,1.5585596504110557
2997.86328125,9.383072976892265
2997.8671875,17.514535439090867
2997.87109375,23.064408475893593
2997.875,25.041656836646872
2997.87890625,24.377824423712024
2997.8828125,22.90385063778704
2997.88671875,22.363093582218603
2997.890625,24.001974713818864
2997.89453125,28.41258281694799
2997.8984375,35.247427652404994
2997.90234375,43.124927876547616
2997.90625,50.30873263940579
2997.91015625,55.980640040645774
2997.9140625,61.037849254146906
2997.91796875,67.50284255872978
2997.921875,76.8137620234167
2997.92578125,88.35127334697785
2997.9296875,99.4863698229302
2997.93359375,107.18936801351884
2997.9375,109.96229762351899
2997.94140625,108.68359398033334
2997.9453125,105.86760531996332
2997.94921875,103.9538832639609
2997.953125,103.79798955792666
2997.95703125,104.3253166675398
2997.9609375,103.5415174926633
2997.96484375,100.20109785920549
2997.96875,94.94326680896359
2997.97265625,90.03298252860564
2997.9765625,87.87252296946872
2997.98046875,89.37758745231618
2997.984375,93.38512867881268
2997.98828125,97.46367306764442
2997.9921875,99.46254949571811
2997.99609375,98.65528630743842
2998.0,95.78925753524734
2998.00390625,92.27667150340324
2998.0078125,89.24479446196713
2998.01171875,86.94016467129133
2998.015625,84.58984035658887
2998.01953125,80.69143203148559
2998.0234375,73.70760688258608
2998.02734375,63.00981559799946
2998.03125,49.634685507005486
2998.03515625,36.26826992385481
2998.0390625,26.19510785561286
2998.04296875,21.697363044105515
2998.046875,22.956709702453686
2998.05078125,28.23218743984699
2998.0546875,35.07348234874547
2998.05859375,41.53556020190247
2998.0625,46.56429540539094
2998.06640625,49.654260205573884
2998.0703125,50.530253444340524
2998.07421875,49.29928266701862
2998.078125,46.68181265165681
2998.08203125,43.650645900928566
2998.0859375,40.51855840227974
2998.08984375,36.39669002731543
2998.09375,29.857404837738528
2998.09765625,20.478001663182468
2998.1015625,9.867354628082005
2998.10546875,1.0212655555061745
2998.109375,-3.6566306604920005
2998.11328125,-4.026334399023035
2998.1171875,-2.1321516392542383
2998.12109375,-0.4642703609629993
2998.125,-0.0803767543654263
2998.12890625,-0.12023727467120086
2998.1328125,1.0973914315908109
2998.13671875,4.551732508487509
2998.140625,9.840567987810553
2998.14453125,15.636159525602675
2998.1484375,20.610831695133573
2998.15234375,24.017439542978426
2998.15625,25.66530905333239
2998.16015625,25.635722146315672
2998.1640625,24.1543631131945
2998.16796875,21.622413753695685
2998.171875,18.509649180067484
2998.17578125,15.010170330943547
2998.1796875,10.724455767500777
2998.18359375,4.693640859795922
2998.1875,-4.135664645107989
2998.19140625,-16.25001385781369
2998.1953125,-31.116593890707353
2998.19921875,-47.24857963612159
2998.203125,-62.80334944002682
2998.20703125,-76.44232830802697
2998.2109375,-87.99293498319942
2998.21484375,-98.42422357768756
2998.21875,-108.94612521905009
2998.22265625,-119.66150074425747
2998.2265625,-128.74862813810546
2998.23046875,-133.07488043314055
2998.234375,-130.19151830861705
2998.23828125,-120.38833859789092
2998.2421875,-107.08759783081088
2998.24609375,-94.97005642188631
2998.25,-87.0577653369969
2998.25390625,-82.95411148192113
2998.2578125,-79.62537936507368
2998.26171875,-74.07012248526979
2998.265625,-65.72539793493578
2998.26953125,-56.84638185634916
2998.2734375,-50.84979917181821
2998.27734375,-50.046541519216824
2998.28125,-54.29581198774437
2998.28515625,-61.17238660354451
2998.2890625,-67.20573366197368
2998.29296875,-69.38456421215471
2998.296875,-66.33193254350908
2998.30078125,-58.768984505570614
2998.3046875,-49.03083343021536
2998.30859375,-39.81650232288521
2998.3125,-32.87855252720007
2998.31640625,-28.410135002190486
2998.3203125,-25.383645033653142
2998.32421875,-22.505255322200373
2998.328125,-19.149890267286807
2998.33203125,-15.721354439947653
2998.3359375,-13.269678543439213
2998.33984375,-12.6531916418894
2998.34375,-13.815474832930484
2998.34765625,-15.759871592996737
2998.3515625,-17.412984269135897
2998.35546875,-18.78059802005056
2998.359375,-21.2642358738091
2998.36328125,-26.56412466692412
2998.3671875,-35.010483601580184
2998.37109375,-44.96392110239263
2998.375,-54.01327340531197
2998.37890625,-60.86722121551163
2998.3828125,-66.06224736794026
2998.38671875,-70.82748003690432
2998.390625,-75.40581879468876
2998.39453125,-78.6923493718552
2998.3984375,-79.54678481313567
2998.40234375,-78.1764393238382
2998.40625,-75.77898629658176
2998.41015625,-72.5782240719591
2998.4140625,-66.44969756622436
2998.41796875,-54.10462669388839
2998.421875,-34.25891010555939
2998.42578125,-9.966317956602051
2998.4296875,12.257864844497604
2998.43359375,26.158941722726354
2998.4375,29.524399084189593
2998.44140625,25.20788761114477
2998.4453125,18.784904237984723
2998.44921875,14.748728688019487
2998.453125,13.97376889268644
2998.45703125,13.893610842504852
2998.4609375,10.841010301043198
2998.46484375,2.7566321286350197
2998.46875,-9.521866373761739
2998.47265625,-23.065489274979356
2998.4765625,-34.89989479136676
2998.48046875,-43.657551009291566
2998.484375,-49.70809843991003
2998.48828125,-53.89900242027178
2998.4921875,-56.16730327807497
2998.49609375,-55.39892938559995
2998.5,-50.674389314372334
2998.50390625,-42.58411249033191
2998.5078125,-33.26772665821939
2998.51171875,-25.177429290570924
2998.515625,-19.71273280262608
2998.51953125,-16.803656235774966
2998.5234375,-15.52593911297346
2998.52734375,-14.905764316043287
2998.53125,-14.131977694841314
2998.53515625,-12.357229479230618
2998.5390625,-8.905175874065234
2998.54296875,-4.126339339836069
2998.546875,-0.05368500356967347
2998.55078125,0.21742335459857304
2998.5546875,-5.547155770751041
2998.55859375,-16.83823227877911
2998.5625,-30.2137163976264
2998.56640625,-41.18043336621304
2998.5703125,-46.78342150075858
2998.57421875,-47.021587168088075
2998.578125,-44.292108631141126
2998.58203125,-41.57565276114992
2998.5859375,-40.74460575974045
2998.58984375,-41.911353482434535
2998.59375,-43.80922878032908
2998.59765625,-44.703288832894394
2998.6015625,-43.385424019775016
2998.60546875,-39.86868539724082
2998.609375,-35.34180905330298
2998.61328125,-31.275103603548466
2998.6171875,-28.321961201629975
2998.62109375,-26.030673929077896
2998.625,-23.7265382045017
2998.62890625,-21.696151266422817
2998.6328125,-21.269296578764255
2998.63671875,-23.38414432869263
2998.640625,-26.98607028625507
2998.64453125,-29.191268172924786
2998.6484375,-27.559925497990125
2998.65234375,-22.533349238377212
2998.65625,-17.532680213333247
2998.66015625,-16.17226098750206
2998.6640625,-18.849881206599722
2998.66796875,-21.959753195634377
2998.671875,-20.838660751330583
2998.67578125,-14.02090682867442
2998.6796875,-4.896538415826189
2998.68359375,0.9018882132060811
2998.6875,0.13482446684746935
2998.69140625,-5.4999985217157334
2998.6953125,-11.06049149208891
2998.69921875,-12.601176900449863
2998.703125,-10.211860799465452
2998.70703125,-7.474956979278927
2998.7109375,-8.18711951289636
2998.71484375,-13.312801538191385
2998.71875,-20.47282893979238
2998.72265625,-25.82146962837282
2998.7265625,-26.44840382624771
2998.73046875,-21.67534746117527
2998.734375,-12.883244737761007
2998.73828125,-2.502141547654508
2998.7421875,6.999530463068214
2998.74609375,13.749638324696878
2998.75,16.86773027326972
2998.75390625,16.763304715899572
2998.7578125,15.132398970222814
2998.76171875,14.3048352499392
2998.765625,15.948853098162003
2998.76953125,19.839164431013565
2998.7734375,23.785276359574397
2998.77734375,25.152746360396044
2998.78125,22.977247118117095
2998.78515625,18.927755344844453
2998.7890625,16.226325896475245
2998.79296875,17.284959778528112
2998.796875,21.84586972948139
2998.80078125,27.0847692734428
2998.8046875,29.689609637364228
2998.80859375,28.377219496015357
2998.8125,24.8731332858358
2998.81640625,22.48035296075406
2998.8203125,23.226849470608165
2998.82421875,25.800784893588638
2998.828125,26.050424631039114
2998.83203125,19.906749055534295
2998.8359375,6.544088651876578
2998.83984375,-10.780027388808245
2998.84375,-26.82898194946764
2998.84765625,-37.50536702281445
2998.8515625,-41.48083646153249
2998.85546875,-39.68882013605236
2998.859375,-34.06153030564219
2998.86328125,-26.962510403866798
2998.8671875,-21.22307891328386
2998.87109375,-19.635449608819634
2998.875,-23.49317973289874
2998.87890625,-31.324906114057004
2998.8828125,-39.32830512787504
2998.88671875,-43.620568916182954
2998.890625,-42.70521951689891
2998.89453125,-38.238890640198655
2998.8984375,-33.62663557679736
2998.90234375,-31.71986917496931
2998.90625,-33.18869381523792
2998.91015625,-36.21317961202224
2998.9140625,-37.4307210851631
2998.91796875,-33.78247593485912
2998.921875,-24.427377650804665
2998.92578125,-11.5556287229391
2998.9296875,0.6340957284315278
2998.93359375,8.41009097871187
2998.9375,10.867014848035069
2998.94140625,10.349438710203742
2998.9453125,10.51301305136627
2998.94921875,13.608568987174074
2998.953125,19.09626023039624
2998.95703125,24.316957007197722
2998.9609375,26.35513017514024
2998.96484375,23.76869637839245
2998.96875,17.357774413574234
2998.97265625,9.783393272037557
2998.9765625,4.200797837409767
2998.98046875,2.417845348085313
2998.984375,3.6512945050743504
2998.98828125,5.005041886964635
2998.9921875,3.611097294448054
2998.99609375,-1.2068135975708485
2999.0,-7.648254398951586
2999.00390625,-13.281779482750052
2999.0078125,-17.11970059559672
2999.01171875,-19.747645260274965
2999.015625,-21.603449597706987
2999.01953125,-21.734215003964685
2999.0234375,-18.715719496018107
2999.02734375,-12.65522660524967
2999.03125,-5.705828353011655
2999.03515625,-0.14783103667297595
2999.0390625,3.9178625853694395
2999.04296875,8.381287217211264
2999.046875,14.186910421888214
2999.05078125,18.750102549750768
2999.0546875,17.022072429611068
2999.05859375,5.961345323011349
2999.0625,-11.61057589818493
2999.06640625,-27.766742212933078
2999.0703125,-34.67322945351351
2999.07421875,-29.864351312838878
2999.078125,-17.24209845164357
2999.08203125,-3.3724581295431997
2999.0859375,7.455871036866323
2999.08984375,15.384426274544923
2999.09375,23.178157324538855
2999.09765625,32.75949064005442
2999.1015625,43.362679213771244
2999.10546875,52.597574247817874
2999.109375,58.991917776608304
2999.11328125,63.476139572441824
2999.1171875,68.40847158703556
2999.12109375,75.01811353868936
2999.125,81.62218765416276
2999.12890625,84.39182242773828
2999.1328125,80.3213667108505
2999.13671875,70.05923184450855
2999.140625,58.075320674554945
2999.14453125,49.81657885502574
2999.1484375,48.22584519325045
2999.15234375,52.45991000512962
2999.15625,59.46572318275388
2999.16015625,66.63580299095362
2999.1640625,73.22910250443256
2999.16796875,79.7536124065146
2999.171875,86.50537602941174
2999.17578125,93.02405918791783
2999.1796875,98.8905275772717
2999.18359375,104.6443996516418
2999.1875,111.4941507469596
2999.19140625,119.9198674277816
2999.1953125,128.54444563544374
2999.19921875,134.46297478529883
2999.203125,134.90524700718373
2999.20703125,128.97329444743238
2999.2109375,118.16187054661746
2999.21484375,105.36164265110538
2999.21875,93.24294691859383
2999.22265625,83.28458117493886
2999.2265625,75.9124385927565
2999.23046875,71.18605506544372
2999.234375,69.26747449289266
2999.23828125,70.36115068606566
2999.2421875,74.25695045188382
2999.24609375,79.89831323840757
2999.25,85.4921872963466
2999.25390625,89.32777404333453
2999.2578125,90.82373914669347
2999.26171875,90.98095292864379
2999.265625,91.75168320033706
2999.26953125,94.63834145281257
2999.2734375,99.48149775023728
2999.27734375,104.31739328526315
2999.28125,106.4262729166496
2999.28515625,103.87390263880334
2999.2890625,96.55991985997755
2999.29296875,86.16083313278838
2999.296875,75.01099566175634
2999.30078125,64.5208569207648
2999.3046875,54.17120694844042
2999.30859375,42.0600008053776
2999.3125,26.829884955357304
2999.31640625,9.408845006926414
2999.3203125,-6.995864296626019
2999.32421875,-18.767722800710047
2999.328125,-24.292795794429527
2999.33203125,-25.17885342604636
2999.3359375,-25.30372597049063
2999.33984375,-28.16984758428392
2999.34375,-34.25685288064382
2999.34765625,-40.240818527094774
2999.3515625,-40.906552877378324
2999.35546875,-32.73476701712608
2999.359375,-16.633262514429042
2999.36328125,2.434733057677451
2999.3671875,18.815258150361945
2999.37109375,29.79206790743023
2999.375,36.42563842278585
2999.37890625,41.227264513793926
2999.3828125,45.430442174107284
2999.38671875,48.662627073796564
2999.390625,50.70215911908575
2999.39453125,52.62576535643917
2999.3984375,55.73501311675005
2999.40234375,59.518718618254766
2999.40625,61.203591578299154
2999.41015625,57.88477540356976
2999.4140625,49.4299938893193
2999.41796875,39.25148046195336
2999.421875,31.988907850177934
2999.42578125,30.116195196381586
2999.4296875,32.310478549365016
2999.43359375,34.63530718403226
2999.4375,33.40455852471711
2999.44140625,27.724131945537916
2999.4453125,20.117903162065375
2999.44921875,14.764312716219973
2999.453125,14.306976418444377
2999.45703125,17.359914200212213
2999.4609375,18.80034436043636
2999.46484375,13.223631122921601
2999.46875,-0.6462832236480265
2999.47265625,-18.1335197970488
2999.4765625,-31.313336433871147
2999.48046875,-34.47343054699104
2999.484375,-28.04573705572654
2999.48828125,-17.956412677648128
2999.4921875,-11.221864261112731
2999.49609375,-11.497415983640376
2999.5,-17.779686306504086
2999.50390625,-26.48333231935507
2999.5078125,-34.53759422429167
2999.51171875,-40.98936074484516
2999.515625,-46.413753525823566
2999.51953125,-51.27863693276604
2999.5234375,-54.90634612325975
2999.52734375,-55.872941983995545
2999.53125,-53.42554445142995
2999.53515625,-48.656984127530215
2999.5390625,-44.29870224690705
2999.54296875,-43.01423926036594
2999.546875,-45.34584363172402
2999.55078125,-49.035204538026896
2999.5546875,-50.57038247722943
2999.55859375,-47.95372334968088
2999.5625,-42.49654271827844
2999.56640625,-38.07534513581786
2999.5703125,-38.242115198253735
2999.57421875,-43.352290157882614
