mean,median,std,variance,minimum,maximum,range,rms,energy,absolute_mean,line_length,zero_crossings,skewness,kurtosis,iqr,crest_factor,shape_factor,impulse_factor,clearance_factor,hjorth_activity,hjorth_mobility,hjorth_complexity,delta_power,theta_power,alpha_power,beta_power,gamma_power,relative_delta,relative_theta,relative_alpha,relative_beta,relative_gamma,dominant_frequency,spectral_entropy,spectral_centroid,total_power,wavelet_entropy,wavelet_energy_0,wavelet_relative_energy_0,wavelet_mean_0,wavelet_std_0,wavelet_energy_1,wavelet_relative_energy_1,wavelet_mean_1,wavelet_std_1,wavelet_energy_2,wavelet_relative_energy_2,wavelet_mean_2,wavelet_std_2,wavelet_energy_3,wavelet_relative_energy_3,wavelet_mean_3,wavelet_std_3,wavelet_energy_4,wavelet_relative_energy_4,wavelet_mean_4,wavelet_std_4,file,class,label,label_name,binary_label
-32.23042,-25.38536,55.966328,3132.23,-265.0735,102.34652,367.42,64.58351,17088710.0,48.04192,25447.238,153,-0.713706,0.66611624,66.47104406356812,4.1043525,1.3443158,5.5175457,6.813753,3132.23,0.1537739,2.773485,2132.0459109404687,648.5183842773736,121.92224320409821,31.151126382033976,0.842740177060405,0.6961029614678367,0.21173820204588517,0.03980703892334913,0.0101706962389133,0.00027515070383306447,2.37357421875,2.6385524,3.4211491522189608,3062.831260543315,0.38968036,15602518.0,0.89608485,-116.96613,209.0003,1484984.5,0.08528572,1.6335828,73.870384,287258.56,0.016497852,-0.81638724,23.332727,34230.01,0.0019659002,0.08047426,5.7447557,2885.958,0.00016574653,-0.0012819839,1.1844796,F011.txt,F,3,Preictal,0
-2.3220901,-0.6859752,40.64924,1652.3607,-143.79,163.91328,307.70328,40.71551,6791814.0,31.924221,23154.568,229,-0.06438594,0.25051832,53.30999755859375,4.0258193,1.2753799,5.134449,6.144549,1652.3607,0.1816846,2.445129,757.2755387341977,564.5884000571072,87.4052160956338,30.43937175236904,0.5446941221187265,0.45797662850371973,0.3414454564089918,0.05285994876848614,0.018408782716292694,0.00032941401755918435,4.408066406250001,3.275635,4.001094503226129,1653.5244193755773,0.5697298,5829302.0,0.8163677,-12.766185,145.8365,1083181.0,0.15169466,0.8366723,63.099785,212859.84,0.02981007,0.27205992,20.095636,14890.048,0.0020852846,0.041442435,3.7890706,301.77216,4.226184e-05,0.007455999,0.38294828,F012.txt,F,3,Preictal,0
15.011741,16.138573,23.153715,536.09454,-79.472046,86.38635,165.8584,27.594326,3119647.8,22.660658,13481.324,185,-0.2747663,0.1904335,30.887363731861115,3.130584,1.2177196,3.8121731,4.419576,536.09454,0.18494879,2.3680613,282.34697851717476,143.18020040083678,34.02777779162396,9.308934141954742,0.18865442175714175,0.5290104768531814,0.26826504922337374,0.06375506849883328,0.01744138972300278,0.00035346638429897717,1.356328125,3.344238,3.904616718407847,533.7266290012169,0.56180567,2760239.5,0.81516093,60.875797,80.26254,532524.94,0.15726662,2.7833831,44.159542,89054.64,0.026299844,0.14154832,12.998619,4217.909,0.0012456437,-4.7343447e-06,2.0167832,91.01142,2.6877724e-05,0.00025180812,0.21034417,F013.txt,F,3,Preictal,0
-16.213371,-16.042791,28.041971,786.3521,-108.35221,77.66714,186.01935,32.39175,4298677.0,25.913832,16300.998,200,-0.09864103,0.0014023781,38.555323123931885,3.3450558,1.2499791,4.18125,4.930058,786.3521,0.17937969,2.1984835,394.65769698433576,239.69699656985702,39.99193351166321,9.237911719440163,0.17903302012317002,0.5159816400003844,0.31338359884614203,0.05228607879134647,0.012077790134585152,0.00023407056809800832,1.356328125,3.2635577,3.9279370003478986,764.8677130915777,0.5939574,3514031.0,0.78322035,-66.13945,92.43811,880889.75,0.196336,-0.12617534,56.908253,88127.79,0.01964225,-0.25562957,12.92904,3548.223,0.0007908412,0.020943457,1.8496444,46.818726,1.0435133e-05,-6.781182e-06,0.15086643,F014.txt,F,3,Preictal,0
20.861153,22.733002,28.540285,814.54785,-81.655716,97.47374,179.12946,35.351597,5120166.0,29.247034,15385.738,164,-0.3336801,0.15131903,38.379197120666504,2.7572656,1.2087241,3.3327734,3.8535893,814.54785,0.170451,2.178454,333.7591118377447,330.7682467386873,46.540141082508505,7.990468372550311,0.12359821890677271,0.4137359170437196,0.4100283678843902,0.057692291437654065,0.00990517904222225,0.0001532153599127026,5.08623046875,3.0626192,3.797815502558046,806.6960060479262,0.41516706,4935653.5,0.87943643,87.28281,102.603584,593061.5,0.1056719,0.26993504,46.693687,81068.07,0.014444736,0.23945607,12.400485,2466.5635,0.0004394931,0.006582352,1.542243,41.798775,7.44772e-06,-0.0003223312,0.1425488,F015.txt,F,3,Preictal,0
0.33333653,0.7629266,49.49126,2449.385,-157.6424,174.40225,332.04465,49.492386,10035586.0,38.661137,29051.291,222,-0.047458798,0.42029977,62.69367599487305,3.52382,1.2801586,4.5110483,5.363016,2449.385,0.18906902,2.6468372,1308.527073545158,493.43962654709827,167.679269734472,71.68089232295227,1.3861416890543845,0.5471963659937256,0.20634526861744382,0.07011967035775536,0.029975324609860587,0.0005796530391595203,2.0344921875,3.3306901,3.8545904904774795,2391.3299774365864,0.6077887,8381417.0,0.8040941,-5.406022,175.45601,1570111.0,0.15063289,-3.7002578,75.88659,454330.4,0.043587428,-1.0152369,29.344103,17561.268,0.0016847881,0.004428043,4.115175,9.195793,8.822235e-07,2.1847623e-05,0.066861704,F016.txt,F,3,Preictal,0
-3.7589269,-0.887674,36.093285,1302.7252,-119.20503,97.28038,216.48541,36.288494,5395154.0,28.94562,23446.945,266,-0.2831994,-0.20059371,49.26748275756836,3.2849264,1.2536783,4.118241,4.869196,1302.7252,0.19820686,1.6173409,521.5609774754942,509.83606606900696,71.99395231097465,10.323206359908507,0.09956706886641314,0.40975112300872474,0.4005397444289082,0.05656021842746948,0.00811016464363856,7.822233649490529e-05,7.79888671875,3.225628,4.664448974723986,1272.8726004355299,0.77162355,3208170.8,0.5838843,-11.174386,108.027214,2154930.0,0.3921954,-3.0384502,88.95676,130424.625,0.02373717,0.032503087,15.731625,1005.51416,0.00018300272,-0.0033810977,0.9846959,0.46596754,8.480569e-08,-5.633502e-05,0.015050731,F017.txt,F,3,Preictal,0
1.4910696,2.12939,59.292973,3515.6565,-268.02908,228.70618,496.73526,59.311718,14412754.0,46.098793,43160.07,297,-0.10351036,0.6675575,74.5877685546875,4.5189905,1.2866219,5.8142323,6.9515066,3515.6565,0.23098384,1.7903436,1236.2674643826485,1040.4750936327875,690.1370870004594,86.92034886801439,1.3550573403978343,0.3446184930779073,0.29003995428439294,0.19238070222776707,0.024229675622547693,0.00037773202978794884,7.79888671875,3.4744008,5.437586693728704,3587.350908946049,0.8363693,8997255.0,0.5745444,13.813862,181.3486,5910954.5,0.37746024,1.9771185,147.40265,737523.5,0.047096588,-0.62844324,37.404285,14065.938,0.0008982191,0.10502306,3.6814451,6.9331713,4.427367e-07,-0.00048070087,0.05805424,F018.txt,F,3,Preictal,0
-28.308804,-24.289783,30.726336,944.10767,-284.72314,60.066383,344.78952,41.779137,7151298.0,31.978811,16892.06,142,-1.0953559,4.051487,34.6552677154541,6.81496,1.3064631,8.903494,10.672849,944.10767,0.2095657,2.267692,333.0573427795619,365.77099652990694,69.88196431405842,23.275251025289467,0.6106313851382403,0.3731962122604734,0.40985239754959285,0.07830388656102781,0.026080300315729176,0.0006842224768837668,2.37357421875,3.32502,4.574424439933504,892.4456675543737,0.46126154,7515096.5,0.8645754,-123.40128,111.36048,991590.2,0.114077635,2.2033422,60.338192,171718.47,0.019755377,-0.29212388,18.048716,13809.693,0.0015887382,-0.009221774,3.6492302,25.373665,2.919117e-06,3.2975946e-05,0.111064285,F019.txt,F,3,Preictal,0
13.971647,12.501498,37.5495,1409.9648,-143.76941,225.42307,369.19247,40.064598,6576389.0,29.845215,16021.706,165,0.61716175,3.5051656,44.38723087310791,5.62649,1.3424128,7.5530725,9.160114,1409.9648,0.14848328,3.2055953,804.4923131892086,144.71309645466505,60.423403803762035,19.012948919901824,0.29638273635954654,0.5958156595072354,0.10717607563167825,0.04475022271411478,0.014081194455396118,0.0002195042421605962,0.6781640625,2.9931817,2.626373198938563,1350.2369404902142,0.4335898,6076116.0,0.88424534,57.712242,137.86935,584382.5,0.08504405,-1.5012324,46.32722,196711.53,0.028627045,0.035152104,19.320078,13046.985,0.0018987024,0.067076586,3.5464025,1270.3354,0.00018486944,6.392197e-05,0.78585434,F020.txt,F,3,Preictal,0
-21.466461,-16.843147,140.72746,19804.219,-730.832,637.097,1367.929,142.35529,83025820.0,106.279594,69930.67,167,-0.4893273,1.9848833,163.91259002685547,5.133859,1.3394414,6.876503,8.347001,19804.219,0.24279787,3.0013857,8474.606178617476,2509.5397182404995,1677.9976968678832,1427.7023346911744,77.5153849922202,0.49611117919858266,0.14691074518640118,0.09823151643153273,0.08357899752266224,0.004537821374113237,1.356328125,3.5852876,4.792998979042771,17082.070580040836,0.7727455,63574844.0,0.75294876,-80.876465,476.64456,11330601.0,0.13419399,2.8695264,204.07938,8444424.0,0.10001155,1.2862595,126.57772,1005584.3,0.011909639,0.09337903,31.139948,79032.2,0.000936018,-0.19188552,6.195505,F021.txt,F,3,Preictal,0
-16.655392,-18.663496,68.702255,4720.0,-242.20908,187.81418,430.02325,70.69231,20474356.0,57.290573,33339.38,169,0.07042261,-0.2994299,95.31591033935547,3.4262438,1.2339256,4.22773,4.9466844,4720.0,0.16883956,3.1614652,3564.4249522554874,430.79584331676364,323.7201292669774,112.14478850640005,2.0062855841913194,0.7587898044292348,0.0917072173149304,0.06891308888993827,0.023873225913953786,0.00042709527243501547,1.6954101562500001,2.6729717,3.0796474269578167,4697.512975858531,0.57110095,17357542.0,0.837253,-59.88913,245.4135,2178658.8,0.105089106,-0.4448904,89.49624,1067911.5,0.051511444,-1.3999513,44.993748,118634.59,0.005722421,-0.057361092,10.69572,8791.252,0.0004240521,0.0020388323,2.0673213,F022.txt,F,3,Preictal,0
-7.762595,-6.78194,61.041634,3726.081,-282.67538,230.07066,512.74603,61.533237,15512632.0,47.76584,46987.11,303,-0.09244613,0.70199394,77.87298202514648,4.593865,1.2882268,5.91794,7.0634146,3726.081,0.23893656,1.601458,1068.3811189860107,1255.0884728819133,807.5671338940409,71.75267174211562,0.9512163439219513,0.2775412970794947,0.3260436528902469,0.20978771136693672,0.018639724373944812,0.00024710453339523114,7.79888671875,3.3743513,5.713309730083356,3849.4491818995853,0.85957754,8198033.5,0.4945942,-28.973967,171.17342,7565746.5,0.45644778,0.94041264,166.77638,791744.4,0.047766596,-0.62555224,38.755257,19458.523,0.0011739489,-0.0016813177,4.331771,289.7189,1.7478982e-05,-0.0006931037,0.37529305,F023.txt,F,3,Preictal,0
12.014725,12.872523,73.119286,5346.4297,-257.88245,226.84573,484.72818,74.09982,22495738.0,59.055084,41925.016,222,-0.145957,0.11502671,97.50308609008789,3.4802032,1.2547578,4.3668118,5.1605196,5346.4297,0.186023,2.74111,3157.200346981287,1199.4902938619255,459.56917537584894,106.51096442297799,3.182221224878958,0.5769270138329767,0.21918734236205947,0.08397879224002365,0.019463146424576052,0.000581499172322312,1.356328125,3.3103354,3.8447946762423277,5472.443257606434,0.6441269,18070212.0,0.77917236,46.748528,253.47421,4182599.0,0.18035015,5.9920435,123.86,871659.1,0.03758521,0.03842088,40.669407,63810.25,0.0027514445,-0.14315148,7.843024,3263.103,0.00014070226,0.0051873084,1.2594894,F024.txt,F,3,Preictal,0
6.0326447,5.615123,88.54674,7840.5244,-290.9026,325.1003,616.0029,88.752,32271730.0,69.35438,44040.703,201,-0.048785333,0.37251282,112.89183044433594,3.6630197,1.2796885,4.687524,5.5949807,7840.5244,0.15942578,2.6454163,4709.880644212962,1435.7089845648409,369.5447289618104,95.29898543389805,1.7782827047702452,0.6299746519956654,0.19203464721119792,0.04942881351156858,0.012746808193117626,0.00023785592729701698,1.356328125,3.178738,3.3471181306928237,7476.301831022511,0.48337206,34963550.0,0.8529007,54.264313,354.39786,5116665.5,0.12481591,-2.8626065,137.12431,885520.1,0.021601373,-1.5552235,40.961998,26758.715,0.00065275194,0.033746187,5.0796485,1198.3636,2.9232877e-05,-0.002299087,0.7632647,F025.txt,F,3,Preictal,0
2.893508,2.2894251,19.481852,379.54257,-80.6972,75.07319,155.77039,19.695557,1589287.6,15.248167,9259.197,180,0.0064494647,0.850883,24.99836826324463,4.0972285,1.2916671,5.2922554,6.3086314,379.54257,0.16199222,2.909721,228.69272761143748,57.374551957268274,17.22470579101704,5.882656512361137,0.11970904036923008,0.6236575536472952,0.15646353554396986,0.04697271307276514,0.0160423254721065,0.00032645308858700035,2.71265625,3.1629012,3.2671623965605474,366.69599570146937,0.5068891,1351743.4,0.8451072,9.667473,69.82968,205973.83,0.12877442,-1.4356288,27.480825,39526.797,0.024712073,-0.10978097,8.659755,2240.5972,0.0014008168,0.017994326,1.4698058,8.707064,5.4436387e-06,-0.001507101,0.06504324,F026.txt,F,3,Preictal,0
-40.006607,-40.939007,61.113804,3734.8972,-236.18747,175.99982,412.1873,73.044,21859238.0,58.78259,22171.658,122,0.06793901,0.46981883,76.9233169555664,3.233496,1.2426128,4.0179834,4.707574,3734.8972,0.115657836,4.340117,2447.3921327412127,389.84251198768624,49.45115726167337,22.265404543180775,1.5023559831082827,0.6684348670108969,0.10647428508475852,0.013506163268866247,0.00608115574356085,0.00041032538608646305,0.6781640625,2.7801623,2.213347061527727,3661.3771266682215,0.19596608,21752304.0,0.9586323,-147.81087,241.08849,748071.6,0.0329678,-2.3511872,52.390224,171077.1,0.0075394325,1.1026477,17.983566,19322.145,0.00085153425,0.10966045,4.315172,202.40945,8.920261e-06,-3.0017742e-05,0.31368825,F027.txt,F,3,Preictal,0
-34.713326,-29.317482,38.225872,1461.2173,-198.02719,91.6258,289.65298,51.63557,10923553.0,39.751465,20800.514,135,-0.57906884,0.53719306,48.22245693206787,3.8350925,1.2989602,4.9816327,6.040757,1461.2173,0.17976196,2.556039,698.6538222174347,509.99113028526295,78.1718170604389,26.62689803481538,0.9613328312757585,0.4758656961166547,0.3473641401635203,0.053244231920329205,0.018136059613256074,0.0006547810981737695,2.37357421875,3.224809,3.953587188221679,1468.1743776003666,0.41982865,9770414.0,0.8811667,-133.24306,134.78474,1118434.4,0.10086851,1.7794381,64.09933,184479.94,0.016637737,-0.11407727,18.709457,14674.441,0.0013234473,-0.019139815,3.761714,41.4976,3.742554e-06,-0.0024992381,0.14201267,F028.txt,F,3,Preictal,0
-13.15748,-14.407317,103.33595,10678.318,-270.54733,635.1827,905.73,104.17023,44458336.0,66.27772,24147.729,139,1.9394222,8.022223,77.25745964050293,6.097545,1.5717232,9.583653,13.034563,10678.318,0.13166949,3.4393694,6670.2307160604005,949.2993031740189,440.0954109422118,156.5283447743958,1.615742049536448,0.5907313291257488,0.08407218025486021,0.03897588526017055,0.013862518568030143,0.00014309391819819392,0.6781640625,2.677248,2.12214692322147,11291.479539322876,0.41097632,40580584.0,0.8938321,-40.849407,384.08936,3314143.8,0.07299767,4.2902374,110.29935,1433072.5,0.031565,0.48473576,52.144676,71058.375,0.001565139,-0.043645766,8.277749,1821.9154,4.0129693e-05,-0.00053085596,0.9411241,F029.txt,F,3,Preictal,0
-38.859566,-77.64569,143.1297,20486.11,-269.4695,759.8695,1029.339,148.31108,90118340.0,113.96155,37663.266,56,2.293204,6.5409985,113.58842754364014,5.1234846,1.3014134,6.667771,7.7164693,20486.11,0.15346263,3.3761895,10776.109198729991,2345.015953567028,865.2465326191484,414.9883045553137,6.534124633215399,0.5653954957831071,0.12303712158397427,0.045397321358108804,0.02177339834547102,0.0003428291759460668,0.6781640625,2.8754416,2.623984114479433,19059.418193285084,0.40787378,85740430.0,0.8965089,-179.85196,531.86035,6792079.5,0.07101853,19.079084,156.86577,2786685.5,0.029137809,0.836519,72.71265,318113.62,0.0033262218,0.17499897,17.513788,817.318,8.545943e-06,-0.008929668,0.63028187,F030.txt,F,3,Preictal,0
-9.061911,-16.818098,86.24316,7437.8823,-394.52658,403.02493,797.5515,86.71794,30809444.0,66.09171,63115.867,261,0.32353076,1.3767066,100.87128829956055,4.647538,1.3120849,6.097965,7.3595047,7437.8823,0.28284666,2.6680613,3760.674079477787,1459.173522180319,769.9459641592206,662.0924980654287,36.70062956347188,0.5122973696799064,0.1987757358179109,0.10488579544473603,0.090193470126722,0.004999538804376814,1.6954101562500001,3.675639,5.473844622170794,7340.803021939253,0.9243086,22169338.0,0.67792195,-19.226673,284.84253,6140417.0,0.1877694,-6.264645,150.11934,3390240.5,0.103671044,-3.3856814,80.13508,963616.4,0.029466676,0.05608838,30.4833,38291.703,0.001170932,-0.016360458,4.314516,F031.txt,F,3,Preictal,0
-19.671906,-12.5916195,80.08025,6412.8467,-362.62625,317.20038,679.82666,82.46108,27858902.0,59.482708,40545.234,211,-0.6211312,1.8281269,86.64846801757812,4.3975444,1.3863034,6.0963306,7.6234775,6412.8467,0.20491198,3.0348477,2409.5771081596613,729.3240625432134,413.52251875631515,326.20151736973315,9.302833423174745,0.43254544615141954,0.130921646355887,0.07423181510290856,0.058556740262910904,0.0016699603510811696,0.6781640625,3.2297635,3.692660270001718,5570.691194645359,0.6313612,23399380.0,0.8175779,-77.48957,282.88245,2951671.0,0.10313183,-13.019185,103.35489,1969154.5,0.06880256,0.08405548,61.127155,297960.25,0.010410776,0.03139929,16.950756,2201.979,7.693748e-05,0.025857413,1.0343173,F032.txt,F,3,Preictal,0
-10.48757,-8.371749,40.40566,1632.6173,-188.90958,125.50027,314.40985,41.744537,7139458.0,32.576622,23372.334,193,-0.17121513,0.38393974,54.131900787353516,4.5253725,1.2814262,5.7989306,6.9345603,1632.6173,0.18990584,2.1318083,661.897339860499,641.8343792644142,140.12762910861522,27.1838635433471,0.5304791758094235,0.3958659224280756,0.38386671662271443,0.0838071855167637,0.016258057811524142,0.0003172676722117389,4.408066406250001,3.332029,4.268007191514538,1672.0240423845987,0.6329904,6015261.0,0.77352154,-47.01346,141.0839,1511346.1,0.19434881,3.4861794,74.45982,239681.94,0.030821463,-0.59749234,21.317772,10099.258,0.0012986957,0.015873391,3.1206834,73.64574,9.47034e-06,0.00049537467,0.18921483,F033.txt,F,3,Preictal,0
1.455289,1.2751578,23.049982,531.30164,-90.05537,78.54821,168.60358,23.095875,2185419.5,18.442358,12973.304,225,-0.10915603,-0.0055601597,31.761737823486328,3.899197,1.2523277,4.8830724,5.788777,531.30164,0.17676541,2.2182288,274.02596595413985,155.33153258129954,27.863639614256094,6.6298130207196655,0.11971062755364531,0.5292372451849154,0.29999796591333194,0.05381415523499004,0.012804421533410345,0.00023120189550377,1.356328125,3.2944129,3.888857691536879,517.775285937019,0.6539835,1759696.6,0.74294037,7.013127,80.12671,549977.06,0.2321992,1.1075727,44.95273,57773.465,0.024391841,-0.114738986,10.4696665,1107.0126,0.00046737847,0.023047028,1.032949,2.6578667,1.1221459e-06,5.2992506e-05,0.03594587,F034.txt,F,3,Preictal,0
